"nose_x","nose_y","leftEye_x","leftEye_y","rightEye_x","rightEye_y","leftEar_x","leftEar_y","rightEar_x","rightEar_y","leftShoulder_x","leftShoulder_y","rightShoulder_x","rightShoulder_y","leftElbow_x","leftElbow_y","rightElbow_x","rightElbow_y","leftWrist_x","leftWrist_y","rightWrist_x","rightWrist_y","leftHip_x","leftHip_y","rightHip_x","rightHip_y","leftKnee_x","leftKnee_y","rightKnee_x","rightKnee_y","leftAnkle_x","leftAnkle_y","rightAnkle_x","rightAnkle_y",estado
339.03240884417227,215.20402367291283,357.56923904122084,195.87413606198382,324.2830872294504,200.69066463741348,380.82675135274803,205.98586790107103,306.295453854572,216.61607509271644,432.8418785718628,319.941066000944,290.6313733052651,320.66057490003715,437.697843202821,436.8305134615546,289.887093985591,431.87835343153097,413.5798643832077,426.8228899031762,377.6171058031372,416.8922910411998,392.58987889865034,567.2642967288133,299.5019835238327,561.5767720209485,366.15115059581717,747.7494491751556,290.2929022525535,751.0762695765217,350.8680491169139,901.5172212930969,285.2328465086941,915.4464914863676,levantado
296.4512440722276,140.24574363556354,312.5704701939446,123.83441497611629,283.65372119710605,128.4178627260928,345.8810051944006,125.64760983987541,273.63433125417987,133.11749191599597,392.21299132113325,202.9854436959738,254.4263930265078,225.28427029954784,388.3773549595695,307.26869529230584,226.87502374908803,328.18240221465146,332.47276787071377,308.53386253976635,261.37601551100437,323.1035084153892,373.62340786113816,455.50262719091273,290.49547817363816,463.25203614290587,370.94590147738325,650.8829713730497,306.5583505593385,649.9115193242693,395.5693881854937,831.4885963247908,346.46974128693455,811.5363201074563,levantado
550.0494553987154,185.57146578911212,579.0398091750386,153.76864184665308,525.854861383772,159.65201233147647,627.5042401436237,163.80896679622188,489.81403027248746,185.05978120440173,686.2207526891611,326.86016100389946,443.0881014310896,320.49112413875787,842.9695450953473,509.2479397814561,309.40713127485037,488.7197281136123,750.3073248288047,668.4663349552377,356.87995934764695,659.0469773177506,667.6356141786978,746.6434854941609,481.3066611030222,741.9581622349149,682.8076722677579,1086.0385475455555,483.775892536,1063.4151344169438,701.4971001510025,1355.434104440741,441.39868505641175,1344.9842933550883,levantado
315.3055196680448,128.1817572048434,332.8934829652541,112.48085884918035,299.2946140868191,111.97829598026053,354.5076994543409,131.63752559465195,279.365289947866,125.05873928065431,398.1890878640261,241.125232700244,227.1500210891902,233.96306623651824,439.3051206833658,375.2531659037223,191.1332608827821,354.4818466219921,417.63814939506324,474.6636585521327,185.39978264834633,441.6896931304078,362.4408951696255,502.2792652233102,247.2645762402724,495.08032124886716,374.8993114664397,699.5893701279558,229.6432696984436,696.6618669290488,374.62916843993196,886.9467834470801,235.9566284654669,882.4817748932524,levantado
89.34428376910287,34.47651538670295,94.24125487795135,28.935218788770385,84.90932061236191,29.37915879372029,101.3813078969369,30.04161481727422,80.03083558583538,31.319962410611403,116.02250290102532,59.08452886366195,69.40187415260286,59.771826066859504,115.08608730108358,99.6148340627841,64.60934718016985,98.93472721418982,104.32315242336881,130.17425419662712,76.73140520993837,128.87342075800618,103.39570836798225,136.00461122996612,74.36718243870753,134.30312924347962,106.32312938397033,194.14555835723877,68.06554000015852,196.28251523266508,111.15442819910754,244.0078353046907,66.61999025975683,240.20780469656918,levantado
174.747329160861,161.68503089637608,188.10516463179528,148.37554456658864,170.8005620273634,150.4567403830443,219.29473175798404,141.42168178632565,166.3794885767109,147.80771411346552,256.7408808947537,211.09954166041274,169.16228340015334,219.0110271171837,284.1922167432911,304.1180473357323,145.87434655311966,293.27573308684947,207.215642144244,296.27513291770845,152.12034368329472,283.73655445380894,210.95823111515563,393.6217128441955,149.5200803567463,377.52344450598093,187.97143327957923,518.5658755469415,103.24889871582445,488.03936127094903,139.30365813288705,639.7773257303794,150.59814022580008,558.0869947797129,levantado
321.0799995396388,124.55124593337686,339.6096978690838,107.06742754984458,300.95733105811627,109.93239397390343,370.1760863422884,118.66441943209459,286.79010246978197,123.37358121231836,402.47787833984955,223.4955807270243,283.68854710935153,233.76393574406666,486.31947372859554,339.60830286783005,282.7098961493385,339.39332917135516,439.5130630188879,471.66696405781846,283.96757597867617,451.11821597884136,366.59533432392755,511.4350692229744,301.93296835487456,507.7115471025617,373.10845329047174,687.240938028009,324.8250866010495,682.9576840697559,435.614617462752,886.6522293007328,363.68836547242995,853.9097313435625,levantado
432.89997264105057,153.84300788181764,457.8084085071133,139.39416240347035,438.15492195099705,137.0298228152531,509.5166832593628,156.5828913844513,455.40888424884486,153.99814107353123,559.1630270397617,283.13173340081244,421.0929482307879,283.6837135140534,588.2753388519881,434.0801431130806,327.4353872811284,393.99519130599174,499.77240013983464,530.0284932912092,270.4196886589555,289.3346619067953,503.24874224829773,577.102499361168,403.7156319822319,564.4422585166382,487.94538279730057,768.3049529656362,370.96912428562746,754.9044219473457,485.77975095756324,957.1390844716868,344.1894137015139,934.9459243470129,levantado
289.6212694932515,154.34015533803503,296.9977884849222,145.15532853538426,300.79046654608464,140.27042136581954,347.7652383648468,150.5552023802286,357.10144280459633,138.84264614238813,369.34729526386184,259.36346079310556,342.4610196718446,252.72811949021158,360.1178011764348,390.5382901796571,340.08618449051556,377.61725732231884,306.7417581164883,503.2165123609253,308.2354313594358,496.70794321498056,348.88904616062746,518.5834989436406,359.95103128039887,515.3439689665917,360.07126056359436,692.8081596166708,364.15298592534043,694.2702869459813,376.9419496291342,885.947283674307,377.57574059156127,885.0208782982734,levantado
450.3288820021811,165.83178425948444,470.9805276477383,158.10592663241732,433.06839737354085,148.7933867339494,493.5884549033317,165.22522305143482,416.429244816999,167.7795932636187,532.6827425826848,253.7948636897343,382.93632347017876,241.8949264348249,625.7007215922908,330.04966789275295,274.3318355575146,299.08809201726655,732.736953200997,380.7461014684536,164.00057567789398,317.1464381830238,518.4363999422422,510.19799460325726,414.8686656432393,514.9565481935493,535.6411550796449,700.915195390872,399.0093960891902,698.1896846786084,565.7433236563716,865.7969490971547,406.33353789214493,863.5391042983949,levantado
